fecha,barrio,formacion,total,mujer,varon
"2021-06-01","Buenavista","FP1 Grado Medio","775","328","447"
"2021-06-01","Buenavista","FP2 Grado Superior","817","336","481"
"2021-06-01","Buenavista","B.Superior.BUP,COU","1182","553","629"
"2021-06-01","Buenavista","Otras titulaciones medias","63","34","29"
"2021-06-01","Buenavista","Diplomados","700","507","193"
"2021-06-01","Buenavista","Arquitecto, Ingeniero Tec","228","63","165"
"2021-06-01","Buenavista","Licenciado Universitario","1500","921","579"
"2021-06-01","Buenavista","Estudios superiores no Un","39","14","25"
"2021-06-01","Buenavista","Doctorado Postgrado","404","247","157"
"2021-06-01","Buenavista","Valor Desconocido","1",,"1"
"2021-06-01","Centro","Menores de 16","4208","2065","2143"
"2021-06-01","Centro","No sabe leer ni escribir","138","94","44"
"2021-06-01","Centro","Sin Estudios","1694","1057","637"
"2021-06-01","Centro","Enseñanza Primaria incomp","4513","2587","1926"
"2021-06-01","Centro","Enseñanza Secundaria","7674","3874","3800"
"2021-06-01","Centro","FP1 Grado Medio","1630","702","928"
"2021-06-01","Centro","FP2 Grado Superior","1511","626","885"
"2021-06-01","Centro","B.Superior.BUP,COU","4341","2184","2157"
"2021-06-01","Centro","Otras titulaciones medias","463","303","160"
"2021-06-01","Centro","Diplomados","640","447","193"
"2021-06-01","Centro","Arquitecto, Ingeniero Tec","189","68","121"
"2021-06-01","Centro","Licenciado Universitario","3020","1741","1279"
"2021-06-01","Centro","Estudios superiores no Un","64","34","30"
"2021-06-01","Centro","Doctorado Postgrado","617","338","279"
"2021-06-01","Centro","Valor Desconocido","66","34","32"
"2021-06-01","El Bercial","Menores de 16","5111","2463","2648"
"2021-06-01","El Bercial","No sabe leer ni escribir","34","24","10"
"2021-06-01","El Bercial","Sin Estudios","471","290","181"
"2021-06-01","El Bercial","Enseñanza Primaria incomp","1313","694","619"
"2021-06-01","El Bercial","Enseñanza Secundaria","3483","1625","1858"
"2021-06-01","El Bercial","FP1 Grado Medio","976","439","537"
"2021-06-01","El Bercial","FP2 Grado Superior","1253","477","776"
"2021-06-01","El Bercial","B.Superior.BUP,COU","2438","1242","1196"
"2021-06-01","El Bercial","Otras titulaciones medias","180","107","73"
"2021-06-01","El Bercial","Diplomados","797","551","246"
"2021-06-01","El Bercial","Arquitecto, Ingeniero Tec","263","73","190"
"2021-06-01","El Bercial","Licenciado Universitario","2336","1352","984"
"2021-06-01","El Bercial","Estudios superiores no Un","61","26","35"
"2021-06-01","El Bercial","Doctorado Postgrado","504","287","217"
"2021-06-01","El Bercial","Valor Desconocido","14","4","10"
"2021-06-01","Getafe-Norte","Menores de 16","2864","1365","1499"
"2021-06-01","Getafe-Norte","No sabe leer ni escribir","65","37","28"
"2021-06-01","Getafe-Norte","Sin Estudios","613","357","256"
"2021-06-01","Getafe-Norte","Enseñanza Primaria incomp","1801","1001","800"
"2021-06-01","Getafe-Norte","Enseñanza Secundaria","4292","2054","2238"
"2021-06-01","Getafe-Norte","FP1 Grado Medio","1258","582","676"
"2021-06-01","Getafe-Norte","FP2 Grado Superior","1417","592","825"
"2021-06-01","Getafe-Norte","B.Superior.BUP,COU","3009","1598","1411"
"2021-06-01","Getafe-Norte","Otras titulaciones medias","233","140","93"
"2021-06-01","Getafe-Norte","Diplomados","472","348","124"
"2021-06-01","Getafe-Norte","Arquitecto, Ingeniero Tec","126","32","94"
"2021-06-01","Getafe-Norte","Licenciado Universitario","2134","1189","945"
"2021-06-01","Getafe-Norte","Estudios superiores no Un","17","8","9"
"2021-06-01","Getafe-Norte","Doctorado Postgrado","412","236","176"
"2021-06-01","Getafe-Norte","Valor Desconocido","36","10","26"
"2021-06-01","Juan de la Cierva","Menores de 16","3894","1874","2020"
"2021-06-01","Juan de la Cierva","No sabe leer ni escribir","159","112","47"
"2021-06-01","Juan de la Cierva","Sin Estudios","2152","1324","828"
"2021-06-01","Juan de la Cierva","Enseñanza Primaria incomp","5168","2862","2306"
"2021-06-01","Juan de la Cierva","Enseñanza Secundaria","7623","3787","3836"
"2021-06-01","Juan de la Cierva","FP1 Grado Medio","1633","735","898"
"2021-06-01","Juan de la Cierva","FP2 Grado Superior","1274","526","748"
"2021-06-01","Juan de la Cierva","B.Superior.BUP,COU","3279","1690","1589"
"2021-06-01","Juan de la Cierva","Otras titulaciones medias","266","173","93"
"2021-06-01","Juan de la Cierva","Diplomados","378","269","109"
"2021-06-01","Juan de la Cierva","Arquitecto, Ingeniero Tec","113","26","87"
"2021-06-01","Juan de la Cierva","Licenciado Universitario","1616","956","660"
"2021-06-01","Juan de la Cierva","Estudios superiores no Un","40","22","18"
"2021-06-01","Juan de la Cierva","Doctorado Postgrado","316","184","132"
"2021-06-01","Juan de la Cierva","Valor Desconocido","70","28","42"
"2021-06-01","La Alhóndiga","Menores de 16","3733","1742","1991"
"2021-06-01","La Alhóndiga","No sabe leer ni escribir","120","91","29"
"2021-06-01","La Alhóndiga","Sin Estudios","1599","996","603"
"2021-06-01","La Alhóndiga","Enseñanza Primaria incomp","3414","1859","1555"
"2021-06-01","La Alhóndiga","Enseñanza Secundaria","5475","2649","2826"
"2021-06-01","La Alhóndiga","FP1 Grado Medio","1239","573","666"
"2021-06-01","La Alhóndiga","FP2 Grado Superior","1168","487","681"
"2021-06-01","La Alhóndiga","B.Superior.BUP,COU","2815","1483","1332"
"2021-06-01","La Alhóndiga","Otras titulaciones medias","193","119","74"
"2021-06-01","La Alhóndiga","Diplomados","475","343","132"
"2021-06-01","La Alhóndiga","Arquitecto, Ingeniero Tec","153","43","110"
"2021-06-01","La Alhóndiga","Licenciado Universitario","1727","1011","716"
"2021-06-01","La Alhóndiga","Estudios superiores no Un","43","18","25"
"2021-06-01","La Alhóndiga","Doctorado Postgrado","366","210","156"
"2021-06-01","La Alhóndiga","Valor Desconocido","28","11","17"
"2021-06-01","Las Margaritas","Menores de 16","1968","939","1029"
"2021-06-01","Las Margaritas","No sabe leer ni escribir","69","46","23"
"2021-06-01","Las Margaritas","Sin Estudios","797","493","304"
"2021-06-01","Las Margaritas","Enseñanza Primaria incomp","1577","862","715"
"2021-06-01","Las Margaritas","Enseñanza Secundaria","2870","1387","1483"
"2021-06-01","Las Margaritas","FP1 Grado Medio","556","267","289"
"2021-06-01","Las Margaritas","FP2 Grado Superior","489","186","303"
"2021-06-01","Las Margaritas","B.Superior.BUP,COU","1490","756","734"
"2021-06-01","Las Margaritas","Otras titulaciones medias","87","65","22"
"2021-06-01","Las Margaritas","Diplomados","246","174","72"
"2021-06-01","Las Margaritas","Arquitecto, Ingeniero Tec","85","25","60"
"2021-06-01","Las Margaritas","Licenciado Universitario","1105","659","446"
"2021-06-01","Las Margaritas","Estudios superiores no Un","34","19","15"
"2021-06-01","Las Margaritas","Doctorado Postgrado","268","149","119"
"2021-06-01","Las Margaritas","Valor Desconocido","18","15","3"
"2021-06-01","Los Molinos","Menores de 16","2998","1416","1582"
"2021-06-01","Los Molinos","No sabe leer ni escribir","2","2",
"2021-06-01","Los Molinos","Sin Estudios","66","31","35"
"2021-06-01","Los Molinos","Enseñanza Primaria incomp","265","124","141"
"2021-06-01","Los Molinos","Enseñanza Secundaria","1331","540","791"
"2021-06-01","Los Molinos","FP1 Grado Medio","750","309","441"
"2021-06-01","Los Molinos","FP2 Grado Superior","915","365","550"
"2021-06-01","Los Molinos","B.Superior.BUP,COU","1092","497","595"
"2021-06-01","Los Molinos","Otras titulaciones medias","91","55","36"
"2021-06-01","Los Molinos","Diplomados","674","490","184"
"2021-06-01","Los Molinos","Arquitecto, Ingeniero Tec","282","68","214"
"2021-06-01","Los Molinos","Licenciado Universitario","1622","972","650"
"2021-06-01","Los Molinos","Estudios superiores no Un","52","27","25"
"2021-06-01","Los Molinos","Doctorado Postgrado","427","265","162"
"2021-06-01","Perales del Rio","Menores de 16","2244","1046","1198"
"2021-06-01","Perales del Rio","No sabe leer ni escribir","40","25","15"
"2021-06-01","Perales del Rio","Sin Estudios","242","134","108"
"2021-06-01","Perales del Rio","Enseñanza Primaria incomp","891","450","441"
"2021-06-01","Perales del Rio","Enseñanza Secundaria","2213","1085","1128"
"2021-06-01","Perales del Rio","FP1 Grado Medio","595","284","311"
"2021-06-01","Perales del Rio","FP2 Grado Superior","674","283","391"
"2021-06-01","Perales del Rio","B.Superior.BUP,COU","1417","727","690"
"2021-06-01","Perales del Rio","Otras titulaciones medias","150","84","66"
"2021-06-01","Perales del Rio","Diplomados","331","238","93"
"2021-06-01","Perales del Rio","Arquitecto, Ingeniero Tec","90","24","66"
"2021-06-01","Perales del Rio","Licenciado Universitario","1107","649","458"
"2021-06-01","Perales del Rio","Estudios superiores no Un","38","22","16"
"2021-06-01","Perales del Rio","Doctorado Postgrado","236","132","104"
"2021-06-01","Perales del Rio","Valor Desconocido","15","8","7"
"2021-06-01","San Isidro","Menores de 16","1243","569","674"
"2021-06-01","San Isidro","No sabe leer ni escribir","162","89","73"
"2021-06-01","San Isidro","Sin Estudios","731","437","294"
"2021-06-01","San Isidro","Enseñanza Primaria incomp","1574","844","730"
"2021-06-01","San Isidro","Enseñanza Secundaria","2313","1106","1207"
"2021-06-01","San Isidro","FP1 Grado Medio","469","205","264"
"2021-06-01","San Isidro","FP2 Grado Superior","445","188","257"
"2021-06-01","San Isidro","B.Superior.BUP,COU","958","515","443"
"2021-06-01","San Isidro","Otras titulaciones medias","68","40","28"
"2021-06-01","San Isidro","Diplomados","126","92","34"
"2021-06-01","San Isidro","Arquitecto, Ingeniero Tec","51","12","39"
"2021-06-01","San Isidro","Licenciado Universitario","460","270","190"
"2021-06-01","San Isidro","Estudios superiores no Un","10","6","4"
"2021-06-01","San Isidro","Doctorado Postgrado","81","46","35"
"2021-06-01","San Isidro","Valor Desconocido","13","9","4"
"2021-06-01","Sector III","Menores de 16","2511","1198","1313"
"2021-06-01","Sector III","No sabe leer ni escribir","102","48","54"
"2021-06-01","Sector III","Sin Estudios","783","510","273"
"2021-06-01","Sector III","Enseñanza Primaria incomp","2779","1561","1218"
"2021-06-01","Sector III","Enseñanza Secundaria","4200","2110","2090"
"2021-06-01","Sector III","FP1 Grado Medio","1189","517","672"
"2021-06-01","Sector III","FP2 Grado Superior","1252","423","829"
"2021-06-01","Sector III","B.Superior.BUP,COU","2819","1393","1426"
"2021-06-01","Sector III","Otras titulaciones medias","541","318","223"
"2021-06-01","Sector III","Diplomados","526","393","133"
"2021-06-01","Sector III","Arquitecto, Ingeniero Tec","186","61","125"
"2021-06-01","Sector III","Licenciado Universitario","2596","1336","1260"
"2021-06-01","Sector III","Estudios superiores no Un","25","5","20"
"2021-06-01","Sector III","Doctorado Postgrado","505","282","223"
"2021-06-01","Sector III","Valor Desconocido","80","28","52"
"2021-07-01","Buenavista","Menores de 16","2978","1393","1585"
"2021-07-01","Buenavista","No sabe leer ni escribir","1","1",
"2021-07-01","Buenavista","Sin Estudios","56","32","24"
"2021-07-01","Buenavista","Enseñanza Primaria incomp","243","111","132"
"2021-07-01","Buenavista","Enseñanza Secundaria","1387","554","833"
"2021-07-01","Buenavista","FP1 Grado Medio","785","332","453"
"2021-07-01","Buenavista","FP2 Grado Superior","822","339","483"
"2021-07-01","Buenavista","B.Superior.BUP,COU","1192","560","632"
"2021-07-01","Buenavista","Otras titulaciones medias","64","33","31"
"2021-07-01","Buenavista","Diplomados","697","505","192"
"2021-07-01","Buenavista","Arquitecto, Ingeniero Tec","228","63","165"
"2021-07-01","Buenavista","Licenciado Universitario","1512","930","582"
"2021-07-01","Buenavista","Estudios superiores no Un","40","14","26"
"2021-07-01","Buenavista","Doctorado Postgrado","409","249","160"
"2021-07-01","Buenavista","Valor Desconocido","1",,"1"
"2021-07-01","Centro","Menores de 16","4210","2063","2147"
"2021-07-01","Centro","No sabe leer ni escribir","136","92","44"
"2021-07-01","Centro","Sin Estudios","1683","1051","632"
"2021-07-01","Centro","Enseñanza Primaria incomp","4510","2581","1929"
"2021-07-01","Centro","Enseñanza Secundaria","7685","3865","3820"
"2021-07-01","Centro","FP1 Grado Medio","1624","703","921"
"2021-07-01","Centro","FP2 Grado Superior","1508","626","882"
"2021-07-01","Centro","B.Superior.BUP,COU","4353","2187","2166"
"2021-07-01","Centro","Otras titulaciones medias","466","306","160"
"2021-07-01","Centro","Diplomados","639","447","192"
"2021-07-01","Centro","Arquitecto, Ingeniero Tec","191","69","122"
"2021-07-01","Centro","Licenciado Universitario","3020","1742","1278"
"2021-07-01","Centro","Estudios superiores no Un","64","34","30"
"2021-07-01","Centro","Doctorado Postgrado","614","334","280"
"2021-07-01","Centro","Valor Desconocido","66","34","32"
"2021-07-01","El Bercial","Menores de 16","5123","2467","2656"
"2021-07-01","El Bercial","No sabe leer ni escribir","34","24","10"
"2021-07-01","El Bercial","Sin Estudios","469","289","180"
"2021-07-01","El Bercial","Enseñanza Primaria incomp","1314","695","619"
"2021-07-01","El Bercial","Enseñanza Secundaria","3481","1625","1856"
"2021-07-01","El Bercial","FP1 Grado Medio","974","438","536"
"2021-07-01","El Bercial","FP2 Grado Superior","1257","479","778"
"2021-07-01","El Bercial","B.Superior.BUP,COU","2433","1240","1193"
"2021-07-01","El Bercial","Otras titulaciones medias","182","109","73"
"2021-07-01","El Bercial","Diplomados","803","557","246"
"2021-07-01","El Bercial","Arquitecto, Ingeniero Tec","263","72","191"
"2021-07-01","El Bercial","Licenciado Universitario","2346","1365","981"
"2021-07-01","El Bercial","Estudios superiores no Un","62","27","35"
"2021-07-01","El Bercial","Doctorado Postgrado","502","286","216"
"2021-07-01","El Bercial","Valor Desconocido","14","4","10"
"2021-07-01","Getafe-Norte","Menores de 16","2863","1364","1499"
"2021-07-01","Getafe-Norte","No sabe leer ni escribir","66","38","28"
"2021-07-01","Getafe-Norte","Sin Estudios","610","357","253"
"2021-07-01","Getafe-Norte","Enseñanza Primaria incomp","1799","999","800"
"2021-07-01","Getafe-Norte","Enseñanza Secundaria","4284","2050","2234"
"2021-07-01","Getafe-Norte","FP1 Grado Medio","1256","581","675"
"2021-07-01","Getafe-Norte","FP2 Grado Superior","1417","594","823"
"2021-07-01","Getafe-Norte","B.Superior.BUP,COU","3009","1602","1407"
"2021-07-01","Getafe-Norte","Otras titulaciones medias","232","139","93"
"2021-07-01","Getafe-Norte","Diplomados","474","350","124"
"2021-07-01","Getafe-Norte","Arquitecto, Ingeniero Tec","127","32","95"
"2021-07-01","Getafe-Norte","Licenciado Universitario","2127","1185","942"
"2021-07-01","Getafe-Norte","Estudios superiores no Un","18","9","9"
"2021-07-01","Getafe-Norte","Doctorado Postgrado","413","235","178"
"2021-07-01","Getafe-Norte","Valor Desconocido","35","10","25"
"2021-07-01","Juan de la Cierva","Menores de 16","3905","1877","2028"
"2021-07-01","Juan de la Cierva","No sabe leer ni escribir","158","111","47"
"2021-07-01","Juan de la Cierva","Sin Estudios","2144","1320","824"
"2021-07-01","Juan de la Cierva","Enseñanza Primaria incomp","5148","2853","2295"
"2021-07-01","Juan de la Cierva","Enseñanza Secundaria","7642","3798","3844"
"2021-07-01","Juan de la Cierva","FP1 Grado Medio","1639","739","900"
"2021-07-01","Juan de la Cierva","FP2 Grado Superior","1272","521","751"
"2021-07-01","Juan de la Cierva","B.Superior.BUP,COU","3282","1686","1596"
"2021-07-01","Juan de la Cierva","Otras titulaciones medias","266","174","92"
"2021-07-01","Juan de la Cierva","Diplomados","380","268","112"
"2021-07-01","Juan de la Cierva","Arquitecto, Ingeniero Tec","112","24","88"
"2021-07-01","Juan de la Cierva","Licenciado Universitario","1619","957","662"
"2021-07-01","Juan de la Cierva","Estudios superiores no Un","42","23","19"
"2021-07-01","Juan de la Cierva","Doctorado Postgrado","314","184","130"
"2021-07-01","Juan de la Cierva","Valor Desconocido","67","28","39"
"2021-07-01","La Alhóndiga","Menores de 16","3737","1750","1987"
"2021-07-01","La Alhóndiga","No sabe leer ni escribir","119","90","29"
"2021-07-01","La Alhóndiga","Sin Estudios","1596","994","602"
"2021-07-01","La Alhóndiga","Enseñanza Primaria incomp","3407","1857","1550"
"2021-07-01","La Alhóndiga","Enseñanza Secundaria","5486","2658","2828"
"2021-07-01","La Alhóndiga","FP1 Grado Medio","1238","570","668"
"2021-07-01","La Alhóndiga","FP2 Grado Superior","1174","491","683"
"2021-07-01","La Alhóndiga","B.Superior.BUP,COU","2824","1486","1338"
"2021-07-01","La Alhóndiga","Otras titulaciones medias","192","119","73"
"2021-07-01","La Alhóndiga","Diplomados","475","343","132"
"2021-07-01","La Alhóndiga","Arquitecto, Ingeniero Tec","154","43","111"
"2021-07-01","La Alhóndiga","Licenciado Universitario","1731","1012","719"
"2021-07-01","La Alhóndiga","Estudios superiores no Un","43","18","25"
"2021-07-01","La Alhóndiga","Doctorado Postgrado","372","213","159"
"2021-07-01","La Alhóndiga","Valor Desconocido","28","11","17"
"2021-07-01","Las Margaritas","Menores de 16","1971","935","1036"
"2021-07-01","Las Margaritas","No sabe leer ni escribir","69","46","23"
"2021-07-01","Las Margaritas","Sin Estudios","790","490","300"
"2021-07-01","Las Margaritas","Enseñanza Primaria incomp","1571","856","715"
"2021-07-01","Las Margaritas","Enseñanza Secundaria","2873","1392","1481"
"2021-07-01","Las Margaritas","FP1 Grado Medio","555","265","290"
"2021-07-01","Las Margaritas","FP2 Grado Superior","493","190","303"
"2021-07-01","Las Margaritas","B.Superior.BUP,COU","1484","754","730"
"2021-07-01","Las Margaritas","Otras titulaciones medias","90","66","24"
"2021-07-01","Las Margaritas","Diplomados","249","177","72"
"2021-07-01","Las Margaritas","Arquitecto, Ingeniero Tec","83","24","59"
"2021-07-01","Las Margaritas","Licenciado Universitario","1115","663","452"
"2021-07-01","Las Margaritas","Estudios superiores no Un","35","20","15"
"2021-07-01","Las Margaritas","Doctorado Postgrado","268","148","120"
"2021-07-01","Las Margaritas","Valor Desconocido","18","15","3"
"2021-07-01","Los Molinos","Menores de 16","3026","1434","1592"
"2021-07-01","Los Molinos","No sabe leer ni escribir","2","2",
"2021-07-01","Los Molinos","Sin Estudios","68","32","36"
"2021-07-01","Los Molinos","Enseñanza Primaria incomp","264","124","140"
"2021-07-01","Los Molinos","Enseñanza Secundaria","1336","543","793"
"2021-07-01","Los Molinos","FP1 Grado Medio","757","312","445"
"2021-07-01","Los Molinos","FP2 Grado Superior","917","367","550"
"2021-07-01","Los Molinos","B.Superior.BUP,COU","1094","497","597"
"2021-07-01","Los Molinos","Otras titulaciones medias","91","55","36"
"2021-07-01","Los Molinos","Diplomados","676","491","185"
"2021-07-01","Los Molinos","Arquitecto, Ingeniero Tec","286","68","218"
"2021-07-01","Los Molinos","Licenciado Universitario","1619","971","648"
"2021-07-01","Los Molinos","Estudios superiores no Un","53","27","26"
"2021-07-01","Los Molinos","Doctorado Postgrado","428","266","162"
"2021-07-01","Perales del Rio","Menores de 16","2244","1046","1198"
"2021-07-01","Perales del Rio","No sabe leer ni escribir","40","25","15"
"2021-07-01","Perales del Rio","Sin Estudios","239","132","107"
"2021-07-01","Perales del Rio","Enseñanza Primaria incomp","890","450","440"
"2021-07-01","Perales del Rio","Enseñanza Secundaria","2209","1081","1128"
"2021-07-01","Perales del Rio","FP1 Grado Medio","594","283","311"
"2021-07-01","Perales del Rio","FP2 Grado Superior","670","282","388"
"2021-07-01","Perales del Rio","B.Superior.BUP,COU","1417","728","689"
"2021-07-01","Perales del Rio","Otras titulaciones medias","151","85","66"
"2021-07-01","Perales del Rio","Diplomados","334","241","93"
"2021-07-01","Perales del Rio","Arquitecto, Ingeniero Tec","92","24","68"
"2021-07-01","Perales del Rio","Licenciado Universitario","1105","648","457"
"2021-07-01","Perales del Rio","Estudios superiores no Un","37","21","16"
"2021-07-01","Perales del Rio","Doctorado Postgrado","237","131","106"
"2021-07-01","Perales del Rio","Valor Desconocido","15","8","7"
"2021-07-01","San Isidro","Menores de 16","1245","571","674"
"2021-07-01","San Isidro","No sabe leer ni escribir","160","88","72"
"2021-07-01","San Isidro","Sin Estudios","729","436","293"
"2021-07-01","San Isidro","Enseñanza Primaria incomp","1570","842","728"
"2021-07-01","San Isidro","Enseñanza Secundaria","2300","1103","1197"
"2021-07-01","San Isidro","FP1 Grado Medio","467","204","263"
"2021-07-01","San Isidro","FP2 Grado Superior","445","187","258"
"2021-07-01","San Isidro","B.Superior.BUP,COU","958","515","443"
"2021-07-01","San Isidro","Otras titulaciones medias","69","40","29"
"2021-07-01","San Isidro","Diplomados","126","92","34"
"2021-07-01","San Isidro","Arquitecto, Ingeniero Tec","53","13","40"
"2021-07-01","San Isidro","Licenciado Universitario","461","273","188"
"2021-07-01","San Isidro","Estudios superiores no Un","10","6","4"
"2021-07-01","San Isidro","Doctorado Postgrado","80","45","35"
"2021-07-01","San Isidro","Valor Desconocido","13","9","4"
"2021-07-01","Sector III","Menores de 16","2529","1207","1322"
"2021-07-01","Sector III","No sabe leer ni escribir","99","46","53"
"2021-07-01","Sector III","Sin Estudios","788","510","278"
"2021-07-01","Sector III","Enseñanza Primaria incomp","2770","1557","1213"
"2021-07-01","Sector III","Enseñanza Secundaria","4196","2103","2093"
"2021-07-01","Sector III","FP1 Grado Medio","1185","517","668"
"2021-07-01","Sector III","FP2 Grado Superior","1256","425","831"
"2021-07-01","Sector III","B.Superior.BUP,COU","2819","1394","1425"
"2021-07-01","Sector III","Otras titulaciones medias","541","318","223"
"2021-07-01","Sector III","Diplomados","528","393","135"
"2021-07-01","Sector III","Arquitecto, Ingeniero Tec","188","61","127"
"2021-07-01","Sector III","Licenciado Universitario","2592","1334","1258"
"2021-07-01","Sector III","Estudios superiores no Un","26","5","21"
"2021-07-01","Sector III","Doctorado Postgrado","500","280","220"
"2021-07-01","Sector III","Valor Desconocido","80","28","52"
"2021-08-01","Buenavista","Menores de 16","3020","1416","1604"
"2021-08-01","Buenavista","No sabe leer ni escribir","1","1",
"2021-08-01","Buenavista","Sin Estudios","55","31","24"
"2021-08-01","Buenavista","Enseñanza Primaria incomp","240","112","128"
"2021-08-01","Buenavista","Enseñanza Secundaria","1400","555","845"
"2021-08-01","Buenavista","FP1 Grado Medio","791","335","456"
"2021-08-01","Buenavista","FP2 Grado Superior","833","343","490"
"2021-08-01","Buenavista","B.Superior.BUP,COU","1197","562","635"
"2021-08-01","Buenavista","Otras titulaciones medias","65","34","31"
"2021-08-01","Buenavista","Diplomados","703","510","193"
"2021-08-01","Buenavista","Arquitecto, Ingeniero Tec","229","63","166"
"2021-08-01","Buenavista","Licenciado Universitario","1532","944","588"
"2021-08-01","Buenavista","Estudios superiores no Un","44","15","29"
"2021-08-01","Buenavista","Doctorado Postgrado","408","248","160"
"2021-08-01","Buenavista","Valor Desconocido","2","1","1"
"2021-08-01","Centro","Menores de 16","4236","2077","2159"
"2021-08-01","Centro","No sabe leer ni escribir","134","91","43"
"2021-08-01","Centro","Sin Estudios","1678","1046","632"
"2021-08-01","Centro","Enseñanza Primaria incomp","4496","2574","1922"
"2021-08-01","Centro","Enseñanza Secundaria","7676","3863","3813"
"2021-08-01","Centro","FP1 Grado Medio","1615","704","911"
"2021-08-01","Centro","FP2 Grado Superior","1507","626","881"
"2021-08-01","Centro","B.Superior.BUP,COU","4369","2201","2168"
"2021-08-01","Centro","Otras titulaciones medias","467","307","160"
"2021-08-01","Centro","Diplomados","639","449","190"
"2021-08-01","Centro","Arquitecto, Ingeniero Tec","193","70","123"
"2021-08-01","Centro","Licenciado Universitario","3027","1745","1282"
"2021-08-01","Centro","Estudios superiores no Un","64","34","30"
"2021-08-01","Centro","Doctorado Postgrado","614","336","278"
"2021-08-01","Centro","Valor Desconocido","66","33","33"
"2021-08-01","El Bercial","Menores de 16","5120","2465","2655"
"2021-08-01","El Bercial","No sabe leer ni escribir","33","24","9"
"2021-08-01","El Bercial","Sin Estudios","467","287","180"
"2021-08-01","El Bercial","Enseñanza Primaria incomp","1314","695","619"
"2021-08-01","El Bercial","Enseñanza Secundaria","3475","1619","1856"
"2021-08-01","El Bercial","FP1 Grado Medio","977","440","537"
"2021-08-01","El Bercial","FP2 Grado Superior","1252","480","772"
"2021-08-01","El Bercial","B.Superior.BUP,COU","2429","1237","1192"
"2021-08-01","El Bercial","Otras titulaciones medias","184","111","73"
"2021-08-01","El Bercial","Diplomados","808","559","249"
"2021-08-01","El Bercial","Arquitecto, Ingeniero Tec","264","72","192"
"2021-08-01","El Bercial","Licenciado Universitario","2345","1363","982"
"2021-08-01","El Bercial","Estudios superiores no Un","63","28","35"
"2021-08-01","El Bercial","Doctorado Postgrado","501","288","213"
"2021-08-01","El Bercial","Valor Desconocido","14","4","10"
"2021-08-01","Getafe-Norte","Menores de 16","2884","1372","1512"
"2021-08-01","Getafe-Norte","No sabe leer ni escribir","66","38","28"
"2021-08-01","Getafe-Norte","Sin Estudios","605","354","251"
"2021-08-01","Getafe-Norte","Enseñanza Primaria incomp","1795","997","798"
"2021-08-01","Getafe-Norte","Enseñanza Secundaria","4283","2050","2233"
"2021-08-01","Getafe-Norte","FP1 Grado Medio","1257","580","677"
"2021-08-01","Getafe-Norte","FP2 Grado Superior","1416","594","822"
"2021-08-01","Getafe-Norte","B.Superior.BUP,COU","3004","1599","1405"
"2021-08-01","Getafe-Norte","Otras titulaciones medias","229","136","93"
"2021-08-01","Getafe-Norte","Diplomados","474","349","125"
"2021-08-01","Getafe-Norte","Arquitecto, Ingeniero Tec","130","32","98"
"2021-08-01","Getafe-Norte","Licenciado Universitario","2129","1188","941"
"2021-08-01","Getafe-Norte","Estudios superiores no Un","18","9","9"
"2021-08-01","Getafe-Norte","Doctorado Postgrado","417","236","181"
"2021-08-01","Getafe-Norte","Valor Desconocido","35","10","25"
"2021-08-01","Juan de la Cierva","Menores de 16","3927","1887","2040"
"2021-08-01","Juan de la Cierva","No sabe leer ni escribir","154","107","47"
"2021-08-01","Juan de la Cierva","Sin Estudios","2138","1318","820"
"2021-08-01","Juan de la Cierva","Enseñanza Primaria incomp","5136","2853","2283"
"2021-08-01","Juan de la Cierva","Enseñanza Secundaria","7639","3796","3843"
"2021-08-01","Juan de la Cierva","FP1 Grado Medio","1637","739","898"
"2021-08-01","Juan de la Cierva","FP2 Grado Superior","1268","519","749"
"2021-08-01","Juan de la Cierva","B.Superior.BUP,COU","3275","1680","1595"
"2021-08-01","Juan de la Cierva","Otras titulaciones medias","266","173","93"
"2021-08-01","Juan de la Cierva","Diplomados","384","271","113"
"2021-08-01","Juan de la Cierva","Arquitecto, Ingeniero Tec","111","23","88"
"2021-08-01","Juan de la Cierva","Licenciado Universitario","1624","961","663"
"2021-08-01","Juan de la Cierva","Estudios superiores no Un","44","24","20"
"2021-08-01","Juan de la Cierva","Doctorado Postgrado","317","185","132"
"2021-08-01","Juan de la Cierva","Valor Desconocido","67","28","39"
"2021-08-01","La Alhóndiga","Menores de 16","3735","1753","1982"
"2021-08-01","La Alhóndiga","No sabe leer ni escribir","120","91","29"
"2021-08-01","La Alhóndiga","Sin Estudios","1587","990","597"
"2021-08-01","La Alhóndiga","Enseñanza Primaria incomp","3398","1855","1543"
"2021-08-01","La Alhóndiga","Enseñanza Secundaria","5475","2652","2823"
"2021-08-01","La Alhóndiga","FP1 Grado Medio","1243","571","672"
"2021-08-01","La Alhóndiga","FP2 Grado Superior","1174","488","686"
"2021-08-01","La Alhóndiga","B.Superior.BUP,COU","2822","1487","1335"
"2021-08-01","La Alhóndiga","Otras titulaciones medias","195","119","76"
"2021-08-01","La Alhóndiga","Diplomados","474","343","131"
"2021-08-01","La Alhóndiga","Arquitecto, Ingeniero Tec","153","42","111"
"2021-08-01","La Alhóndiga","Licenciado Universitario","1732","1013","719"
"2021-08-01","La Alhóndiga","Estudios superiores no Un","43","18","25"
"2021-08-01","La Alhóndiga","Doctorado Postgrado","365","207","158"
"2021-08-01","La Alhóndiga","Valor Desconocido","29","12","17"
