fecha,barrio,formacion,total,mujer,varon
"2021-03-01","La Alhóndiga","B.Superior.BUP,COU","2782","1463","1319"
"2021-03-01","La Alhóndiga","Otras titulaciones medias","193","119","74"
"2021-03-01","La Alhóndiga","Diplomados","474","341","133"
"2021-03-01","La Alhóndiga","Arquitecto, Ingeniero Tec","150","41","109"
"2021-03-01","La Alhóndiga","Licenciado Universitario","1702","996","706"
"2021-03-01","La Alhóndiga","Estudios superiores no Un","43","17","26"
"2021-03-01","La Alhóndiga","Doctorado Postgrado","361","210","151"
"2021-03-01","La Alhóndiga","Valor Desconocido","26","10","16"
"2021-03-01","Las Margaritas","Menores de 16","1982","951","1031"
"2021-03-01","Las Margaritas","No sabe leer ni escribir","71","47","24"
"2021-03-01","Las Margaritas","Sin Estudios","812","500","312"
"2021-03-01","Las Margaritas","Enseñanza Primaria incomp","1590","858","732"
"2021-03-01","Las Margaritas","Enseñanza Secundaria","2853","1382","1471"
"2021-03-01","Las Margaritas","FP1 Grado Medio","543","258","285"
"2021-03-01","Las Margaritas","FP2 Grado Superior","470","179","291"
"2021-03-01","Las Margaritas","B.Superior.BUP,COU","1464","739","725"
"2021-03-01","Las Margaritas","Otras titulaciones medias","88","67","21"
"2021-03-01","Las Margaritas","Diplomados","237","168","69"
"2021-03-01","Las Margaritas","Arquitecto, Ingeniero Tec","82","27","55"
"2021-03-01","Las Margaritas","Licenciado Universitario","1092","642","450"
"2021-03-01","Las Margaritas","Estudios superiores no Un","32","17","15"
"2021-03-01","Las Margaritas","Doctorado Postgrado","249","139","110"
"2021-03-01","Las Margaritas","Valor Desconocido","20","15","5"
"2021-03-01","Los Molinos","Menores de 16","2968","1404","1564"
"2021-03-01","Los Molinos","No sabe leer ni escribir","2","2",
"2021-03-01","Los Molinos","Sin Estudios","66","30","36"
"2021-03-01","Los Molinos","Enseñanza Primaria incomp","260","124","136"
"2021-03-01","Los Molinos","Enseñanza Secundaria","1325","541","784"
"2021-03-01","Los Molinos","FP1 Grado Medio","749","308","441"
"2021-03-01","Los Molinos","FP2 Grado Superior","909","360","549"
"2021-03-01","Los Molinos","B.Superior.BUP,COU","1094","495","599"
"2021-03-01","Los Molinos","Otras titulaciones medias","89","54","35"
"2021-03-01","Los Molinos","Diplomados","676","494","182"
"2021-03-01","Los Molinos","Arquitecto, Ingeniero Tec","285","68","217"
"2021-03-01","Los Molinos","Licenciado Universitario","1603","968","635"
"2021-03-01","Los Molinos","Estudios superiores no Un","51","27","24"
"2021-03-01","Los Molinos","Doctorado Postgrado","409","252","157"
"2021-03-01","Perales del Rio","Menores de 16","2251","1053","1198"
"2021-03-01","Perales del Rio","No sabe leer ni escribir","41","26","15"
"2021-03-01","Perales del Rio","Sin Estudios","245","136","109"
"2021-03-01","Perales del Rio","Enseñanza Primaria incomp","888","449","439"
"2021-03-01","Perales del Rio","Enseñanza Secundaria","2162","1061","1101"
"2021-03-01","Perales del Rio","FP1 Grado Medio","593","281","312"
"2021-03-01","Perales del Rio","FP2 Grado Superior","666","282","384"
"2021-03-01","Perales del Rio","B.Superior.BUP,COU","1374","708","666"
"2021-03-01","Perales del Rio","Otras titulaciones medias","152","86","66"
"2021-03-01","Perales del Rio","Diplomados","334","238","96"
"2021-03-01","Perales del Rio","Arquitecto, Ingeniero Tec","87","24","63"
"2021-03-01","Perales del Rio","Licenciado Universitario","1068","627","441"
"2021-03-01","Perales del Rio","Estudios superiores no Un","34","19","15"
"2021-03-01","Perales del Rio","Doctorado Postgrado","218","122","96"
"2021-03-01","Perales del Rio","Valor Desconocido","15","8","7"
"2021-03-01","San Isidro","Menores de 16","1267","587","680"
"2021-03-01","San Isidro","No sabe leer ni escribir","167","91","76"
"2021-03-01","San Isidro","Sin Estudios","744","448","296"
"2021-03-01","San Isidro","Enseñanza Primaria incomp","1581","850","731"
"2021-03-01","San Isidro","Enseñanza Secundaria","2325","1108","1217"
"2021-03-01","San Isidro","FP1 Grado Medio","461","201","260"
"2021-03-01","San Isidro","FP2 Grado Superior","451","193","258"
"2021-03-01","San Isidro","B.Superior.BUP,COU","934","499","435"
"2021-03-01","San Isidro","Otras titulaciones medias","69","40","29"
"2021-03-01","San Isidro","Diplomados","122","87","35"
"2021-03-01","San Isidro","Arquitecto, Ingeniero Tec","50","12","38"
"2021-03-01","San Isidro","Licenciado Universitario","459","274","185"
"2021-03-01","San Isidro","Estudios superiores no Un","8","4","4"
"2021-03-01","San Isidro","Doctorado Postgrado","76","42","34"
"2021-03-01","San Isidro","Valor Desconocido","14","10","4"
"2021-03-01","Sector III","Menores de 16","2635","1261","1374"
"2021-03-01","Sector III","No sabe leer ni escribir","107","50","57"
"2021-03-01","Sector III","Sin Estudios","799","518","281"
"2021-03-01","Sector III","Enseñanza Primaria incomp","2796","1574","1222"
"2021-03-01","Sector III","Enseñanza Secundaria","4245","2141","2104"
"2021-03-01","Sector III","FP1 Grado Medio","1182","513","669"
"2021-03-01","Sector III","FP2 Grado Superior","1239","410","829"
"2021-03-01","Sector III","B.Superior.BUP,COU","2696","1325","1371"
"2021-03-01","Sector III","Otras titulaciones medias","547","321","226"
"2021-03-01","Sector III","Diplomados","530","397","133"
"2021-03-01","Sector III","Arquitecto, Ingeniero Tec","185","61","124"
"2021-03-01","Sector III","Licenciado Universitario","2599","1345","1254"
"2021-03-01","Sector III","Estudios superiores no Un","26","5","21"
"2021-03-01","Sector III","Doctorado Postgrado","478","266","212"
"2021-03-01","Sector III","Valor Desconocido","80","28","52"
"2021-03-01",,"Licenciado Universitario","1",,
"2021-04-01","Buenavista","Menores de 16","2947","1388","1559"
"2021-04-01","Buenavista","No sabe leer ni escribir","1","1",
"2021-04-01","Buenavista","Sin Estudios","56","33","23"
"2021-04-01","Buenavista","Enseñanza Primaria incomp","233","107","126"
"2021-04-01","Buenavista","Enseñanza Secundaria","1366","539","827"
"2021-04-01","Buenavista","FP1 Grado Medio","774","330","444"
"2021-04-01","Buenavista","FP2 Grado Superior","811","336","475"
"2021-04-01","Buenavista","B.Superior.BUP,COU","1165","541","624"
"2021-04-01","Buenavista","Otras titulaciones medias","62","33","29"
"2021-04-01","Buenavista","Diplomados","702","508","194"
"2021-04-01","Buenavista","Arquitecto, Ingeniero Tec","228","62","166"
"2021-04-01","Buenavista","Licenciado Universitario","1501","923","578"
"2021-04-01","Buenavista","Estudios superiores no Un","38","14","24"
"2021-04-01","Buenavista","Doctorado Postgrado","385","235","150"
"2021-04-01","Centro","Menores de 16","4377","2156","2221"
"2021-04-01","Centro","No sabe leer ni escribir","138","94","44"
"2021-04-01","Centro","Sin Estudios","1711","1061","650"
"2021-04-01","Centro","Enseñanza Primaria incomp","4542","2594","1948"
"2021-04-01","Centro","Enseñanza Secundaria","7643","3865","3778"
"2021-04-01","Centro","FP1 Grado Medio","1630","698","932"
"2021-04-01","Centro","FP2 Grado Superior","1489","618","871"
"2021-04-01","Centro","B.Superior.BUP,COU","4273","2147","2126"
"2021-04-01","Centro","Otras titulaciones medias","462","305","157"
"2021-04-01","Centro","Diplomados","645","451","194"
"2021-04-01","Centro","Arquitecto, Ingeniero Tec","191","69","122"
"2021-04-01","Centro","Licenciado Universitario","3009","1737","1272"
"2021-04-01","Centro","Estudios superiores no Un","65","35","30"
"2021-04-01","Centro","Doctorado Postgrado","585","317","268"
"2021-04-01","Centro","Valor Desconocido","68","36","32"
"2021-04-01","El Bercial","Menores de 16","5248","2548","2700"
"2021-04-01","El Bercial","No sabe leer ni escribir","37","26","11"
"2021-04-01","El Bercial","Sin Estudios","472","291","181"
"2021-04-01","El Bercial","Enseñanza Primaria incomp","1324","698","626"
"2021-04-01","El Bercial","Enseñanza Secundaria","3424","1600","1824"
"2021-04-01","El Bercial","FP1 Grado Medio","974","438","536"
"2021-04-01","El Bercial","FP2 Grado Superior","1222","467","755"
"2021-04-01","El Bercial","B.Superior.BUP,COU","2401","1218","1183"
"2021-04-01","El Bercial","Otras titulaciones medias","178","105","73"
"2021-04-01","El Bercial","Diplomados","796","553","243"
"2021-04-01","El Bercial","Arquitecto, Ingeniero Tec","266","73","193"
"2021-04-01","El Bercial","Licenciado Universitario","2317","1340","977"
"2021-04-01","El Bercial","Estudios superiores no Un","60","25","35"
"2021-04-01","El Bercial","Doctorado Postgrado","488","276","212"
"2021-04-01","El Bercial","Valor Desconocido","13","3","10"
"2021-04-01","Getafe-Norte","Menores de 16","3190","1531","1659"
"2021-04-01","Getafe-Norte","No sabe leer ni escribir","68","39","29"
"2021-04-01","Getafe-Norte","Sin Estudios","624","363","261"
"2021-04-01","Getafe-Norte","Enseñanza Primaria incomp","1806","999","807"
"2021-04-01","Getafe-Norte","Enseñanza Secundaria","4250","2042","2208"
"2021-04-01","Getafe-Norte","FP1 Grado Medio","1229","567","662"
"2021-04-01","Getafe-Norte","FP2 Grado Superior","1397","588","809"
"2021-04-01","Getafe-Norte","B.Superior.BUP,COU","2804","1485","1319"
"2021-04-01","Getafe-Norte","Otras titulaciones medias","232","139","93"
"2021-04-01","Getafe-Norte","Diplomados","472","347","125"
"2021-04-01","Getafe-Norte","Arquitecto, Ingeniero Tec","128","32","96"
"2021-04-01","Getafe-Norte","Licenciado Universitario","2121","1186","935"
"2021-04-01","Getafe-Norte","Estudios superiores no Un","16","7","9"
"2021-04-01","Getafe-Norte","Doctorado Postgrado","388","221","167"
"2021-04-01","Getafe-Norte","Valor Desconocido","37","10","27"
"2021-04-01","Juan de la Cierva","Menores de 16","4076","1967","2109"
"2021-04-01","Juan de la Cierva","No sabe leer ni escribir","164","115","49"
"2021-04-01","Juan de la Cierva","Sin Estudios","2175","1337","838"
"2021-04-01","Juan de la Cierva","Enseñanza Primaria incomp","5214","2883","2331"
"2021-04-01","Juan de la Cierva","Enseñanza Secundaria","7620","3782","3838"
"2021-04-01","Juan de la Cierva","FP1 Grado Medio","1620","729","891"
"2021-04-01","Juan de la Cierva","FP2 Grado Superior","1251","515","736"
"2021-04-01","Juan de la Cierva","B.Superior.BUP,COU","3200","1654","1546"
"2021-04-01","Juan de la Cierva","Otras titulaciones medias","262","169","93"
"2021-04-01","Juan de la Cierva","Diplomados","377","270","107"
"2021-04-01","Juan de la Cierva","Arquitecto, Ingeniero Tec","117","27","90"
"2021-04-01","Juan de la Cierva","Licenciado Universitario","1611","951","660"
"2021-04-01","Juan de la Cierva","Estudios superiores no Un","40","22","18"
"2021-04-01","Juan de la Cierva","Doctorado Postgrado","304","172","132"
"2021-04-01","Juan de la Cierva","Valor Desconocido","70","29","41"
"2021-04-01","La Alhóndiga","Menores de 16","3875","1820","2055"
"2021-04-01","La Alhóndiga","No sabe leer ni escribir","123","93","30"
"2021-04-01","La Alhóndiga","Sin Estudios","1612","1005","607"
"2021-04-01","La Alhóndiga","Enseñanza Primaria incomp","3443","1870","1573"
"2021-04-01","La Alhóndiga","Enseñanza Secundaria","5452","2641","2811"
"2021-04-01","La Alhóndiga","FP1 Grado Medio","1233","572","661"
"2021-04-01","La Alhóndiga","FP2 Grado Superior","1149","487","662"
"2021-04-01","La Alhóndiga","B.Superior.BUP,COU","2758","1454","1304"
"2021-04-01","La Alhóndiga","Otras titulaciones medias","192","118","74"
"2021-04-01","La Alhóndiga","Diplomados","474","341","133"
"2021-04-01","La Alhóndiga","Arquitecto, Ingeniero Tec","155","43","112"
"2021-04-01","La Alhóndiga","Licenciado Universitario","1695","992","703"
"2021-04-01","La Alhóndiga","Estudios superiores no Un","43","17","26"
"2021-04-01","La Alhóndiga","Doctorado Postgrado","360","207","153"
"2021-04-01","La Alhóndiga","Valor Desconocido","26","10","16"
"2021-04-01","Las Margaritas","Menores de 16","1992","955","1037"
"2021-04-01","Las Margaritas","No sabe leer ni escribir","70","47","23"
"2021-04-01","Las Margaritas","Sin Estudios","812","499","313"
"2021-04-01","Las Margaritas","Enseñanza Primaria incomp","1589","862","727"
"2021-04-01","Las Margaritas","Enseñanza Secundaria","2861","1380","1481"
"2021-04-01","Las Margaritas","FP1 Grado Medio","548","261","287"
"2021-04-01","Las Margaritas","FP2 Grado Superior","472","181","291"
"2021-04-01","Las Margaritas","B.Superior.BUP,COU","1465","739","726"
"2021-04-01","Las Margaritas","Otras titulaciones medias","87","66","21"
"2021-04-01","Las Margaritas","Diplomados","242","172","70"
"2021-04-01","Las Margaritas","Arquitecto, Ingeniero Tec","84","26","58"
"2021-04-01","Las Margaritas","Licenciado Universitario","1094","646","448"
"2021-04-01","Las Margaritas","Estudios superiores no Un","33","18","15"
"2021-04-01","Las Margaritas","Doctorado Postgrado","252","140","112"
"2021-04-01","Las Margaritas","Valor Desconocido","19","15","4"
"2021-04-01","Los Molinos","Menores de 16","2973","1404","1569"
"2021-04-01","Los Molinos","No sabe leer ni escribir","2","2",
"2021-04-01","Los Molinos","Sin Estudios","65","30","35"
"2021-04-01","Los Molinos","Enseñanza Primaria incomp","259","123","136"
"2021-04-01","Los Molinos","Enseñanza Secundaria","1324","540","784"
"2021-04-01","Los Molinos","FP1 Grado Medio","746","308","438"
"2021-04-01","Los Molinos","FP2 Grado Superior","912","363","549"
"2021-04-01","Los Molinos","B.Superior.BUP,COU","1101","496","605"
"2021-04-01","Los Molinos","Otras titulaciones medias","90","54","36"
"2021-04-01","Los Molinos","Diplomados","680","494","186"
"2021-04-01","Los Molinos","Arquitecto, Ingeniero Tec","283","68","215"
"2021-04-01","Los Molinos","Licenciado Universitario","1607","971","636"
"2021-04-01","Los Molinos","Estudios superiores no Un","52","27","25"
"2021-04-01","Los Molinos","Doctorado Postgrado","412","254","158"
"2021-04-01","Perales del Rio","Menores de 16","2288","1068","1220"
"2021-04-01","Perales del Rio","No sabe leer ni escribir","40","25","15"
"2021-04-01","Perales del Rio","Sin Estudios","244","135","109"
"2021-04-01","Perales del Rio","Enseñanza Primaria incomp","890","449","441"
"2021-04-01","Perales del Rio","Enseñanza Secundaria","2168","1067","1101"
"2021-04-01","Perales del Rio","FP1 Grado Medio","596","283","313"
"2021-04-01","Perales del Rio","FP2 Grado Superior","670","282","388"
"2021-04-01","Perales del Rio","B.Superior.BUP,COU","1378","710","668"
"2021-04-01","Perales del Rio","Otras titulaciones medias","151","85","66"
"2021-04-01","Perales del Rio","Diplomados","335","240","95"
"2021-04-01","Perales del Rio","Arquitecto, Ingeniero Tec","88","24","64"
"2021-04-01","Perales del Rio","Licenciado Universitario","1081","637","444"
"2021-04-01","Perales del Rio","Estudios superiores no Un","36","20","16"
"2021-04-01","Perales del Rio","Doctorado Postgrado","228","128","100"
"2021-04-01","Perales del Rio","Valor Desconocido","15","8","7"
"2021-04-01","San Isidro","Menores de 16","1276","588","688"
"2021-04-01","San Isidro","No sabe leer ni escribir","166","91","75"
"2021-04-01","San Isidro","Sin Estudios","739","442","297"
"2021-04-01","San Isidro","Enseñanza Primaria incomp","1577","846","731"
"2021-04-01","San Isidro","Enseñanza Secundaria","2329","1105","1224"
"2021-04-01","San Isidro","FP1 Grado Medio","463","202","261"
"2021-04-01","San Isidro","FP2 Grado Superior","449","192","257"
"2021-04-01","San Isidro","B.Superior.BUP,COU","936","502","434"
"2021-04-01","San Isidro","Otras titulaciones medias","69","40","29"
"2021-04-01","San Isidro","Diplomados","121","87","34"
"2021-04-01","San Isidro","Arquitecto, Ingeniero Tec","51","12","39"
"2021-04-01","San Isidro","Licenciado Universitario","461","274","187"
"2021-04-01","San Isidro","Estudios superiores no Un","9","5","4"
"2021-04-01","San Isidro","Doctorado Postgrado","76","42","34"
"2021-04-01","San Isidro","Valor Desconocido","13","9","4"
"2021-04-01","Sector III","Menores de 16","2661","1271","1390"
"2021-04-01","Sector III","No sabe leer ni escribir","105","49","56"
"2021-04-01","Sector III","Sin Estudios","796","519","277"
"2021-04-01","Sector III","Enseñanza Primaria incomp","2798","1569","1229"
"2021-04-01","Sector III","Enseñanza Secundaria","4238","2140","2098"
"2021-04-01","Sector III","FP1 Grado Medio","1184","513","671"
"2021-04-01","Sector III","FP2 Grado Superior","1243","413","830"
"2021-04-01","Sector III","B.Superior.BUP,COU","2694","1321","1373"
"2021-04-01","Sector III","Otras titulaciones medias","546","321","225"
"2021-04-01","Sector III","Diplomados","531","397","134"
"2021-04-01","Sector III","Arquitecto, Ingeniero Tec","182","59","123"
"2021-04-01","Sector III","Licenciado Universitario","2593","1340","1253"
"2021-04-01","Sector III","Estudios superiores no Un","26","5","21"
"2021-04-01","Sector III","Doctorado Postgrado","475","263","212"
"2021-04-01","Sector III","Valor Desconocido","80","28","52"
"2021-05-01","Buenavista","Menores de 16","2957","1388","1569"
"2021-05-01","Buenavista","No sabe leer ni escribir","1","1",
"2021-05-01","Buenavista","Sin Estudios","56","33","23"
"2021-05-01","Buenavista","Enseñanza Primaria incomp","241","110","131"
"2021-05-01","Buenavista","Enseñanza Secundaria","1368","541","827"
"2021-05-01","Buenavista","FP1 Grado Medio","774","327","447"
"2021-05-01","Buenavista","FP2 Grado Superior","812","335","477"
"2021-05-01","Buenavista","B.Superior.BUP,COU","1173","547","626"
"2021-05-01","Buenavista","Otras titulaciones medias","62","32","30"
"2021-05-01","Buenavista","Diplomados","701","507","194"
"2021-05-01","Buenavista","Arquitecto, Ingeniero Tec","228","64","164"
"2021-05-01","Buenavista","Licenciado Universitario","1499","920","579"
"2021-05-01","Buenavista","Estudios superiores no Un","38","14","24"
"2021-05-01","Buenavista","Doctorado Postgrado","387","235","152"
"2021-05-01","Buenavista","Valor Desconocido","2","1","1"
"2021-05-01","Centro","Menores de 16","4404","2171","2233"
"2021-05-01","Centro","No sabe leer ni escribir","139","94","45"
"2021-05-01","Centro","Sin Estudios","1709","1061","648"
"2021-05-01","Centro","Enseñanza Primaria incomp","4539","2597","1942"
"2021-05-01","Centro","Enseñanza Secundaria","7648","3867","3781"
"2021-05-01","Centro","FP1 Grado Medio","1620","696","924"
"2021-05-01","Centro","FP2 Grado Superior","1486","616","870"
"2021-05-01","Centro","B.Superior.BUP,COU","4261","2141","2120"
"2021-05-01","Centro","Otras titulaciones medias","462","304","158"
"2021-05-01","Centro","Diplomados","646","450","196"
"2021-05-01","Centro","Arquitecto, Ingeniero Tec","189","67","122"
"2021-05-01","Centro","Licenciado Universitario","3007","1739","1268"
"2021-05-01","Centro","Estudios superiores no Un","64","34","30"
"2021-05-01","Centro","Doctorado Postgrado","591","319","272"
"2021-05-01","Centro","Valor Desconocido","69","37","32"
"2021-05-01","El Bercial","Menores de 16","5253","2545","2708"
"2021-05-01","El Bercial","No sabe leer ni escribir","34","24","10"
"2021-05-01","El Bercial","Sin Estudios","473","293","180"
"2021-05-01","El Bercial","Enseñanza Primaria incomp","1321","697","624"
"2021-05-01","El Bercial","Enseñanza Secundaria","3419","1593","1826"
"2021-05-01","El Bercial","FP1 Grado Medio","972","437","535"
"2021-05-01","El Bercial","FP2 Grado Superior","1225","469","756"
"2021-05-01","El Bercial","B.Superior.BUP,COU","2397","1217","1180"
"2021-05-01","El Bercial","Otras titulaciones medias","181","108","73"
"2021-05-01","El Bercial","Diplomados","800","552","248"
"2021-05-01","El Bercial","Arquitecto, Ingeniero Tec","266","73","193"
"2021-05-01","El Bercial","Licenciado Universitario","2324","1341","983"
"2021-05-01","El Bercial","Estudios superiores no Un","61","26","35"
"2021-05-01","El Bercial","Doctorado Postgrado","490","279","211"
"2021-05-01","El Bercial","Valor Desconocido","13","3","10"
"2021-05-01","Getafe-Norte","Menores de 16","3190","1533","1657"
"2021-05-01","Getafe-Norte","No sabe leer ni escribir","65","37","28"
"2021-05-01","Getafe-Norte","Sin Estudios","622","361","261"
"2021-05-01","Getafe-Norte","Enseñanza Primaria incomp","1803","1001","802"
"2021-05-01","Getafe-Norte","Enseñanza Secundaria","4252","2046","2206"
"2021-05-01","Getafe-Norte","FP1 Grado Medio","1227","567","660"
"2021-05-01","Getafe-Norte","FP2 Grado Superior","1394","586","808"
"2021-05-01","Getafe-Norte","B.Superior.BUP,COU","2809","1482","1327"
"2021-05-01","Getafe-Norte","Otras titulaciones medias","233","140","93"
"2021-05-01","Getafe-Norte","Diplomados","471","346","125"
"2021-05-01","Getafe-Norte","Arquitecto, Ingeniero Tec","126","32","94"
"2021-05-01","Getafe-Norte","Licenciado Universitario","2110","1180","930"
"2021-05-01","Getafe-Norte","Estudios superiores no Un","17","8","9"
"2021-05-01","Getafe-Norte","Doctorado Postgrado","391","223","168"
"2021-05-01","Getafe-Norte","Valor Desconocido","37","10","27"
"2021-05-01","Juan de la Cierva","Menores de 16","4073","1967","2106"
"2021-05-01","Juan de la Cierva","No sabe leer ni escribir","162","113","49"
"2021-05-01","Juan de la Cierva","Sin Estudios","2163","1330","833"
"2021-05-01","Juan de la Cierva","Enseñanza Primaria incomp","5191","2873","2318"
"2021-05-01","Juan de la Cierva","Enseñanza Secundaria","7620","3779","3841"
"2021-05-01","Juan de la Cierva","FP1 Grado Medio","1620","728","892"
"2021-05-01","Juan de la Cierva","FP2 Grado Superior","1250","514","736"
"2021-05-01","Juan de la Cierva","B.Superior.BUP,COU","3191","1648","1543"
"2021-05-01","Juan de la Cierva","Otras titulaciones medias","264","171","93"
"2021-05-01","Juan de la Cierva","Diplomados","376","268","108"
"2021-05-01","Juan de la Cierva","Arquitecto, Ingeniero Tec","114","26","88"
"2021-05-01","Juan de la Cierva","Licenciado Universitario","1604","948","656"
"2021-05-01","Juan de la Cierva","Estudios superiores no Un","41","23","18"
"2021-05-01","Juan de la Cierva","Doctorado Postgrado","302","172","130"
"2021-05-01","Juan de la Cierva","Valor Desconocido","69","29","40"
"2021-05-01","La Alhóndiga","Menores de 16","3876","1819","2057"
"2021-05-01","La Alhóndiga","No sabe leer ni escribir","120","91","29"
"2021-05-01","La Alhóndiga","Sin Estudios","1604","1002","602"
"2021-05-01","La Alhóndiga","Enseñanza Primaria incomp","3420","1859","1561"
"2021-05-01","La Alhóndiga","Enseñanza Secundaria","5452","2637","2815"
"2021-05-01","La Alhóndiga","FP1 Grado Medio","1230","570","660"
"2021-05-01","La Alhóndiga","FP2 Grado Superior","1155","488","667"
"2021-05-01","La Alhóndiga","B.Superior.BUP,COU","2749","1443","1306"
"2021-05-01","La Alhóndiga","Otras titulaciones medias","192","118","74"
"2021-05-01","La Alhóndiga","Diplomados","474","341","133"
"2021-05-01","La Alhóndiga","Arquitecto, Ingeniero Tec","156","44","112"
"2021-05-01","La Alhóndiga","Licenciado Universitario","1695","993","702"
"2021-05-01","La Alhóndiga","Estudios superiores no Un","44","18","26"
"2021-05-01","La Alhóndiga","Doctorado Postgrado","357","206","151"
"2021-05-01","La Alhóndiga","Valor Desconocido","26","10","16"
"2021-05-01","Las Margaritas","Menores de 16","2007","963","1044"
"2021-05-01","Las Margaritas","No sabe leer ni escribir","69","46","23"
"2021-05-01","Las Margaritas","Sin Estudios","807","497","310"
"2021-05-01","Las Margaritas","Enseñanza Primaria incomp","1583","860","723"
"2021-05-01","Las Margaritas","Enseñanza Secundaria","2859","1382","1477"
"2021-05-01","Las Margaritas","FP1 Grado Medio","553","263","290"
"2021-05-01","Las Margaritas","FP2 Grado Superior","476","184","292"
"2021-05-01","Las Margaritas","B.Superior.BUP,COU","1469","743","726"
"2021-05-01","Las Margaritas","Otras titulaciones medias","88","66","22"
"2021-05-01","Las Margaritas","Diplomados","245","173","72"
"2021-05-01","Las Margaritas","Arquitecto, Ingeniero Tec","85","26","59"
"2021-05-01","Las Margaritas","Licenciado Universitario","1092","650","442"
"2021-05-01","Las Margaritas","Estudios superiores no Un","34","19","15"
"2021-05-01","Las Margaritas","Doctorado Postgrado","259","143","116"
"2021-05-01","Las Margaritas","Valor Desconocido","18","15","3"
"2021-05-01","Los Molinos","Menores de 16","3006","1420","1586"
"2021-05-01","Los Molinos","No sabe leer ni escribir","2","2",
"2021-05-01","Los Molinos","Sin Estudios","65","30","35"
"2021-05-01","Los Molinos","Enseñanza Primaria incomp","267","125","142"
"2021-05-01","Los Molinos","Enseñanza Secundaria","1323","540","783"
"2021-05-01","Los Molinos","FP1 Grado Medio","748","310","438"
"2021-05-01","Los Molinos","FP2 Grado Superior","915","363","552"
"2021-05-01","Los Molinos","B.Superior.BUP,COU","1094","494","600"
"2021-05-01","Los Molinos","Otras titulaciones medias","91","55","36"
"2021-05-01","Los Molinos","Diplomados","680","495","185"
"2021-05-01","Los Molinos","Arquitecto, Ingeniero Tec","284","68","216"
"2021-05-01","Los Molinos","Licenciado Universitario","1616","974","642"
"2021-05-01","Los Molinos","Estudios superiores no Un","52","27","25"
"2021-05-01","Los Molinos","Doctorado Postgrado","414","257","157"
"2021-05-01","Perales del Rio","Menores de 16","2320","1082","1238"
"2021-05-01","Perales del Rio","No sabe leer ni escribir","40","25","15"
"2021-05-01","Perales del Rio","Sin Estudios","243","134","109"
"2021-05-01","Perales del Rio","Enseñanza Primaria incomp","894","453","441"
"2021-05-01","Perales del Rio","Enseñanza Secundaria","2178","1072","1106"
"2021-05-01","Perales del Rio","FP1 Grado Medio","594","283","311"
"2021-05-01","Perales del Rio","FP2 Grado Superior","676","282","394"
"2021-05-01","Perales del Rio","B.Superior.BUP,COU","1388","718","670"
"2021-05-01","Perales del Rio","Otras titulaciones medias","150","84","66"
"2021-05-01","Perales del Rio","Diplomados","335","240","95"
"2021-05-01","Perales del Rio","Arquitecto, Ingeniero Tec","88","24","64"
"2021-05-01","Perales del Rio","Licenciado Universitario","1087","642","445"
"2021-05-01","Perales del Rio","Estudios superiores no Un","37","21","16"
"2021-05-01","Perales del Rio","Doctorado Postgrado","229","127","102"
"2021-05-01","Perales del Rio","Valor Desconocido","15","8","7"
"2021-05-01","San Isidro","Menores de 16","1282","594","688"
"2021-05-01","San Isidro","No sabe leer ni escribir","164","90","74"
"2021-05-01","San Isidro","Sin Estudios","737","441","296"
"2021-05-01","San Isidro","Enseñanza Primaria incomp","1581","849","732"
"2021-05-01","San Isidro","Enseñanza Secundaria","2321","1102","1219"
"2021-05-01","San Isidro","FP1 Grado Medio","464","203","261"
"2021-05-01","San Isidro","FP2 Grado Superior","443","189","254"
"2021-05-01","San Isidro","B.Superior.BUP,COU","936","502","434"
"2021-05-01","San Isidro","Otras titulaciones medias","68","40","28"
"2021-05-01","San Isidro","Diplomados","122","88","34"
"2021-05-01","San Isidro","Arquitecto, Ingeniero Tec","51","12","39"
"2021-05-01","San Isidro","Licenciado Universitario","461","271","190"
"2021-05-01","San Isidro","Estudios superiores no Un","10","6","4"
"2021-05-01","San Isidro","Doctorado Postgrado","73","40","33"
"2021-05-01","San Isidro","Valor Desconocido","13","9","4"
"2021-05-01","Sector III","Menores de 16","2689","1290","1399"
"2021-05-01","Sector III","No sabe leer ni escribir","103","48","55"
"2021-05-01","Sector III","Sin Estudios","789","515","274"
"2021-05-01","Sector III","Enseñanza Primaria incomp","2787","1565","1222"
"2021-05-01","Sector III","Enseñanza Secundaria","4225","2132","2093"
"2021-05-01","Sector III","FP1 Grado Medio","1181","513","668"
"2021-05-01","Sector III","FP2 Grado Superior","1248","418","830"
"2021-05-01","Sector III","B.Superior.BUP,COU","2690","1322","1368"
"2021-05-01","Sector III","Otras titulaciones medias","543","319","224"
"2021-05-01","Sector III","Diplomados","533","399","134"
"2021-05-01","Sector III","Arquitecto, Ingeniero Tec","185","61","124"
"2021-05-01","Sector III","Licenciado Universitario","2594","1340","1254"
"2021-05-01","Sector III","Estudios superiores no Un","26","5","21"
"2021-05-01","Sector III","Doctorado Postgrado","478","264","214"
"2021-05-01","Sector III","Valor Desconocido","79","27","52"
"2021-06-01","Buenavista","Menores de 16","2951","1383","1568"
"2021-06-01","Buenavista","No sabe leer ni escribir","1","1",
"2021-06-01","Buenavista","Sin Estudios","56","32","24"
"2021-06-01","Buenavista","Enseñanza Primaria incomp","244","112","132"
"2021-06-01","Buenavista","Enseñanza Secundaria","1382","552","830"
